id,name,supertype,subtypes,level,hp,types,evolvesFrom,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,set,number,artist,rarity,flavorText,nationalPokedexNumbers,legalities,images,tcgplayer,cardmarket,evolvesTo,resistances,rules
base1-11,Nidoking,Pokémon,['Stage 2'],23,90,['Grass'],Nidorino,,"[{'name': 'Thrash', 'cost': ['Grass', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30+', 'text': 'Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Nidoking does 10 damage to itself.'}, {'name': 'Toxic', 'cost': ['Grass', 'Grass', 'Grass'], 'convertedEnergyCost': 3, 'damage': '20', 'text': ""The Defending Pokémon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).""}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",11,Ken Sugimori,Rare Holo,"Uses its powerful tail in battle to smash, constrict, then break its prey's bones.",[34],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/11.png', 'large': 'https://images.pokemontcg.io/base1/11_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-11', 'updatedAt': '2026/03/26', 'prices': {'holofoil': {'low': 21.0, 'mid': 32.36, 'high': 487.0, 'market': 36.58, 'directLow': 46.72}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-11', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 111.33, 'lowPrice': 30.0, 'trendPrice': 99.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 88.89, 'avg1': 110.0, 'avg7': 95.57, 'avg30': 89.42, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,
base1-12,Ninetales,Pokémon,['Stage 1'],32,80,['Fire'],Vulpix,,"[{'name': 'Lure', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'If your opponent has any Benched Pokémon, choose 1 of them and switch it with his or her Active Pokémon.'}, {'name': 'Fire Blast', 'cost': ['Fire', 'Fire', 'Fire', 'Fire'], 'convertedEnergyCost': 4, 'damage': '80', 'text': 'Discard 1 Fire Energy card attached to Ninetales in order to use this attack.'}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",12,Ken Sugimori,Rare Holo,"Very smart and very vengeful. Grabbing one of its many tails could result in a 1,000-year curse.",[38],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/12.png', 'large': 'https://images.pokemontcg.io/base1/12_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-12', 'updatedAt': '2026/03/26', 'prices': {'holofoil': {'low': 13.69, 'mid': 33.49, 'high': 9999.0, 'market': 36.35, 'directLow': 14.69}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-12', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 17.33, 'lowPrice': 1.0, 'trendPrice': 11.71, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 19.81, 'lowPriceExPlus': 6.0, 'avg1': 5.95, 'avg7': 12.1, 'avg30': 13.72, 'reverseHoloAvg1': 11.14, 'reverseHoloAvg7': 11.53, 'reverseHoloAvg30': 12.92}}",,,
base1-13,Poliwrath,Pokémon,['Stage 2'],48,90,['Water'],Poliwhirl,,"[{'name': 'Water Gun', 'cost': ['Water', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30+', 'text': ""Does 30 damage plus 10 more damage for each Water Energy attached to Poliwrath but not used to pay for this attack's Energy cost. Extra Water Energy after the 2nd doesn't count.""}, {'name': 'Whirlpool', 'cost': ['Water', 'Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '40', 'text': 'If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.'}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",13,Ken Sugimori,Rare Holo,An adept swimmer at both the front crawl and breaststroke. Easily overtakes the best human swimmers.,[62],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/13.png', 'large': 'https://images.pokemontcg.io/base1/13_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-13', 'updatedAt': '2026/03/26', 'prices': {'holofoil': {'low': 15.99, 'mid': 26.14, 'high': 9999.0, 'market': 28.17, 'directLow': 19.66}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-13', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 21.2, 'lowPrice': 3.0, 'trendPrice': 70.81, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 19.78, 'lowPriceExPlus': 13.0, 'avg1': 12.0, 'avg7': 67.3, 'avg30': 29.48, 'reverseHoloAvg1': 8.96, 'reverseHoloAvg7': 22.07, 'reverseHoloAvg30': 19.08}}",,,
base1-14,Raichu,Pokémon,['Stage 1'],40,80,['Lightning'],Pikachu,,"[{'name': 'Agility', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20', 'text': ""Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to Raichu.""}, {'name': 'Thunder', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '60', 'text': 'Flip a coin. If tails, Raichu does 30 damage to itself.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",14,Ken Sugimori,Rare Holo,Its long tail serves as a ground to protect itself from its own high-voltage power.,[26],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/14.png', 'large': 'https://images.pokemontcg.io/base1/14_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-14', 'updatedAt': '2026/03/26', 'prices': {'holofoil': {'low': 44.75, 'mid': 64.11, 'high': 135.0, 'market': 63.29, 'directLow': 109.97}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-14', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 230.0, 'lowPrice': 34.95, 'trendPrice': 138.67, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 99.99, 'avg1': 230.0, 'avg7': 171.57, 'avg30': 104.33, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,
base1-15,Venusaur,Pokémon,['Stage 2'],67,100,['Grass'],Ivysaur,"[{'name': 'Energy Trans', 'text': ""As often as you like during your turn (before your attack), you may take 1 Grass Energy card attached to 1 of your Pokémon and attach it to a different one. This power can't be used if Venusaur is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Solarbeam', 'cost': ['Grass', 'Grass', 'Grass', 'Grass'], 'convertedEnergyCost': 4, 'damage': '60', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",15,Mitsuhiro Arita,Rare Holo,This plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,[3],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/15.png', 'large': 'https://images.pokemontcg.io/base1/15_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-15', 'updatedAt': '2026/03/26', 'prices': {'holofoil': {'low': 108.76, 'mid': 169.29, 'high': 999.98, 'market': 143.73, 'directLow': 399.99}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-15', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 724.75, 'lowPrice': 125.0, 'trendPrice': 338.48, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 300.0, 'avg1': 1300.0, 'avg7': 489.86, 'avg30': 421.76, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,
base1-16,Zapdos,Pokémon,['Basic'],64,90,['Lightning'],,,"[{'name': 'Thunder', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '60', 'text': 'Flip a coin. If tails, Zapdos does 30 damage to itself.'}, {'name': 'Thunderbolt', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Lightning'], 'convertedEnergyCost': 4, 'damage': '100', 'text': 'Discard all Energy cards attached to Zapdos in order to use this attack.'}]",,"['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",16,Ken Sugimori,Rare Holo,A legendary bird Pokémon said to appear from clouds while wielding enormous lightning bolts.,[145],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/16.png', 'large': 'https://images.pokemontcg.io/base1/16_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-16', 'updatedAt': '2026/03/26', 'prices': {'holofoil': {'low': 27.59, 'mid': 49.99, 'high': 119.99, 'market': 52.51, 'directLow': 31.12}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-16', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 31.37, 'lowPrice': 2.49, 'trendPrice': 64.88, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 16.02, 'lowPriceExPlus': 27.5, 'avg1': 37.49, 'avg7': 50.64, 'avg30': 47.57, 'reverseHoloAvg1': 13.17, 'reverseHoloAvg7': 21.35, 'reverseHoloAvg30': 21.65}}",,"[{'type': 'Fighting', 'value': '-30'}]",
base1-17,Beedrill,Pokémon,['Stage 2'],32,80,['Grass'],Kakuna,,"[{'name': 'Twineedle', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30×', 'text': 'Flip 2 coins. This attack does 30 damage times the number of heads.'}, {'name': 'Poison Sting', 'cost': ['Grass', 'Grass', 'Grass'], 'convertedEnergyCost': 3, 'damage': '40', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Poisoned.'}]","[{'type': 'Fire', 'value': '×2'}]",,,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",17,Ken Sugimori,Rare,"Flies at high speed and attacks using the large, venomous stingers on its forelegs and tail.",[15],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/17.png', 'large': 'https://images.pokemontcg.io/base1/17_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-17', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 1.5, 'mid': 3.0, 'high': 9999.0, 'market': 5.12, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-17', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 15.85, 'lowPrice': 8.99, 'trendPrice': 25.85, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 17.0, 'avg1': 14.98, 'avg7': 23.32, 'avg30': 25.43, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,"[{'type': 'Fighting', 'value': '-30'}]",
base1-18,Dragonair,Pokémon,['Stage 1'],33,80,['Colorless'],Dratini,,"[{'name': 'Slam', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30×', 'text': 'Flip 2 coins. This attack does 30 damage times the number of heads.'}, {'name': 'Hyper Beam', 'cost': ['Colorless', 'Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '20', 'text': 'If the Defending Pokémon has any Energy cards attached to it, choose 1 of them and discard it.'}]",,"['Colorless', 'Colorless']",2.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",18,Mitsuhiro Arita,Rare,A mystical Pokémon that exudes a gentle aura. Has the ability to change climate conditions.,[148],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/18.png', 'large': 'https://images.pokemontcg.io/base1/18_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-18', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 6.66, 'mid': 9.28, 'high': 199.99, 'market': 13.28, 'directLow': 7.21}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-18', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 40.06, 'lowPrice': 24.99, 'trendPrice': 101.16, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 40.0, 'avg1': 21.25, 'avg7': 100.53, 'avg30': 71.36, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",['Dragonite'],"[{'type': 'Psychic', 'value': '-30'}]",
base1-19,Dugtrio,Pokémon,['Stage 1'],36,70,['Fighting'],Diglett,,"[{'name': 'Slash', 'cost': ['Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ''}, {'name': 'Earthquake', 'cost': ['Fighting', 'Fighting', 'Fighting', 'Fighting'], 'convertedEnergyCost': 4, 'damage': '70', 'text': ""Does 10 damage to each of your own Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",19,Keiji Kinebuchi,Rare,A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.,[51],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/19.png', 'large': 'https://images.pokemontcg.io/base1/19_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-19', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 3.45, 'mid': 4.69, 'high': 14.99, 'market': 8.39, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-19', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 7.88, 'lowPrice': 0.5, 'trendPrice': 9.13, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 2.9, 'lowPriceExPlus': 4.03, 'avg1': 6.88, 'avg7': 8.81, 'avg30': 8.22, 'reverseHoloAvg1': 5.0, 'reverseHoloAvg7': 2.45, 'reverseHoloAvg30': 2.18}}",,"[{'type': 'Lightning', 'value': '-30'}]",
base1-20,Electabuzz,Pokémon,['Basic'],35,70,['Lightning'],,,"[{'name': 'Thundershock', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '10', 'text': 'Flip a coin. If heads, the Defending Pokémon is now Paralyzed.'}, {'name': 'Thunderpunch', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30+', 'text': 'Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage plus Electabuzz does 10 damage to itself.'}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",20,Ken Sugimori,Rare,"Normally found near power plants, it can wander away and cause major blackouts in cities.",[125],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/20.png', 'large': 'https://images.pokemontcg.io/base1/20_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-20', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 3.5, 'mid': 7.25, 'high': 96.94, 'market': 13.34, 'directLow': 5.54}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-20', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 6.65, 'lowPrice': 0.2, 'trendPrice': 7.44, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 5.62, 'lowPriceExPlus': 2.99, 'avg1': 10.65, 'avg7': 9.13, 'avg30': 7.33, 'reverseHoloAvg1': 8.0, 'reverseHoloAvg7': 5.28, 'reverseHoloAvg30': 3.14}}",['Electivire'],,
base1-21,Electrode,Pokémon,['Stage 1'],40,80,['Lightning'],Voltorb,"[{'name': 'Buzzap', 'text': ""At any time during your turn (before your attack), you may Knock Out Electrode and attach it to 1 of your other Pokémon. If you do, choose a type of Energy. Electrode is now an Energy card (instead of a Pokémon) that provides 2 energy of that type. You can't use this power if Electrode is Asleep, Confused, or Paralyzed."", 'type': 'Pokémon Power'}]","[{'name': 'Electric Shock', 'cost': ['Lightning', 'Lightning', 'Lightning'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'Flip a coin. If tails, Electrode does 10 damage to itself.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",21,Keiji Kinebuchi,Rare,It stores electrical energy under very high pressure. It often explodes with little or no provocation.,[101],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/21.png', 'large': 'https://images.pokemontcg.io/base1/21_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-21', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 2.5, 'mid': 4.19, 'high': 9999.0, 'market': 6.6, 'directLow': 3.93}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-21', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 22.99, 'lowPrice': 12.49, 'trendPrice': 27.43, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 28.0, 'avg1': 22.99, 'avg7': 20.28, 'avg30': 27.92, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,
base1-22,Pidgeotto,Pokémon,['Stage 1'],36,60,['Colorless'],Pidgey,,"[{'name': 'Whirlwind', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': 'If your opponent has any Benched Pokémon, he or she chooses 1 of them and switches it with the Defending Pokémon. (Do the damage before switching the Pokémon.)'}, {'name': 'Mirror Move', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '', 'text': 'If Pidgeotto was attacked last turn, do the final result of that attack on Pidgeotto to the Defending Pokémon.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",22,Ken Sugimori,Rare,"Very protective of its sprawling territory, this Pokémon will fiercely peck at any intruder.",[17],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/22.png', 'large': 'https://images.pokemontcg.io/base1/22_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-22', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 4.5, 'mid': 9.4, 'high': 22.99, 'market': 9.8, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-22', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 32.66, 'lowPrice': 9.99, 'trendPrice': 42.39, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 22.0, 'avg1': 60.0, 'avg7': 38.27, 'avg30': 33.67, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",['Pidgeot'],"[{'type': 'Fighting', 'value': '-30'}]",
base1-23,Arcanine,Pokémon,['Stage 1'],45,100,['Fire'],Growlithe,,"[{'name': 'Flamethrower', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': 'Discard 1 Fire Energy card attached to Arcanine in order to use this attack.'}, {'name': 'Take Down', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '80', 'text': 'Arcanine does 30 damage to itself.'}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3.0,"{'id': 'base1', 'name': 'Base', 'series': 'Base', 'printedTotal': 102, 'total': 102, 'legalities': {'unlimited': 'Legal'}, 'ptcgoCode': 'BS', 'releaseDate': '1999/01/09', 'updatedAt': '2022/10/10 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/base1/symbol.png', 'logo': 'https://images.pokemontcg.io/base1/logo.png'}}",23,Ken Sugimori,Uncommon,"A Pokémon that has been long admired for its beauty. It runs gracefully, as if on wings.",[59],{'unlimited': 'Legal'},"{'small': 'https://images.pokemontcg.io/base1/23.png', 'large': 'https://images.pokemontcg.io/base1/23_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/base1-23', 'updatedAt': '2026/03/26', 'prices': {'normal': {'low': 0.5, 'mid': 1.93, 'high': 96.95, 'market': 3.25, 'directLow': 0.52}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/base1-23', 'updatedAt': '2026/03/25', 'prices': {'averageSellPrice': 5.08, 'lowPrice': 0.08, 'trendPrice': 4.66, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 1.48, 'lowPriceExPlus': 1.0, 'avg1': 5.5, 'avg7': 6.54, 'avg30': 6.04, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 2.81, 'reverseHoloAvg30': 2.81}}",,,
